ITZ0A51
Doca 23
2023-11-16 17:01:27
2023-11-16 17:42:30
2023-11-16 17:52:42
2023-11-16 18:20:50
2023-11-16 18:26:04
VEICULO_FINALIZADO
0 Horas e 28 Minutos
0 Horas e 51 Minutos
1 Horas e 25 Minutos
RNE7C78
Doca 30
2023-11-16 16:59:46
2023-11-16 17:02:51
2023-11-16 17:23:09
2023-11-16 18:12:08
2023-11-16 18:14:07
VEICULO_FINALIZADO
0 Horas e 49 Minutos
0 Horas e 24 Minutos
1 Horas e 15 Minutos
BER1137
Doca 2
2023-11-16 16:59:35
2023-11-16 16:59:59
2023-11-16 17:07:58
2023-11-16 18:56:26
2023-11-16 19:01:36
VEICULO_FINALIZADO
1 Horas e 49 Minutos
0 Horas e 8 Minutos
2 Horas e 2 Minutos
SEL9F40
Doca 32
2023-11-16 16:58:52
2023-11-16 16:59:12
2023-11-16 17:17:28
2023-11-16 18:27:14
2023-11-16 18:31:10
VEICULO_FINALIZADO
1 Horas e 10 Minutos
0 Horas e 19 Minutos
1 Horas e 33 Minutos
APZ9B07
Doca 6
2023-11-16 16:58:15
2023-11-16 16:58:37
2023-11-16 17:07:11
2023-11-16 17:38:33
2023-11-16 17:43:18
VEICULO_FINALIZADO
0 Horas e 31 Minutos
0 Horas e 9 Minutos
0 Horas e 45 Minutos
AUI1A31
Doca 26
2023-11-16 16:58:14
2023-11-16 16:58:40
2023-11-16 17:08:10
2023-11-16 17:40:52
2023-11-16 17:47:12
VEICULO_FINALIZADO
0 Horas e 32 Minutos
0 Horas e 10 Minutos
0 Horas e 49 Minutos
AWE5J41
Doca 8
2023-11-16 16:57:33
2023-11-16 16:57:49
2023-11-16 17:11:49
2023-11-16 18:48:50
2023-11-16 19:01:22
VEICULO_FINALIZADO
1 Horas e 37 Minutos
0 Horas e 14 Minutos
2 Horas e 4 Minutos
EFI8G66
Doca 31
2023-11-16 16:56:20
2023-11-16 16:56:42
2023-11-16 17:05:37
2023-11-16 18:30:57
2023-11-16 18:35:07
VEICULO_FINALIZADO
1 Horas e 25 Minutos
