ITZ0A51
0 Horas e 9 Minutos
1 Horas e 39 Minutos
RVB8A71
Doca 29
2023-11-16 16:55:28
2023-11-16 17:02:45
2023-11-16 17:10:47
2023-11-16 17:29:49
2023-11-16 17:31:59
VEICULO_FINALIZADO
0 Horas e 19 Minutos
0 Horas e 15 Minutos
0 Horas e 36 Minutos
RND8C53
Doca 28
2023-11-16 16:55:20
2023-11-16 17:01:47
2023-11-16 17:10:04
2023-11-16 17:53:45
2023-11-16 17:57:32
VEICULO_FINALIZADO
0 Horas e 43 Minutos
0 Horas e 15 Minutos
1 Horas e 2 Minutos
RFS5H39
Doca 27
2023-11-16 16:55:11
2023-11-16 17:01:41
2023-11-16 17:13:20
2023-11-16 17:27:10
2023-11-16 17:29:13
VEICULO_FINALIZADO
0 Horas e 14 Minutos
0 Horas e 18 Minutos
0 Horas e 34 Minutos
AUQ5I81
Doca 1
2023-11-16 16:54:32
2023-11-16 16:54:49
2023-11-16 17:02:16
2023-11-16 17:19:53
2023-11-16 17:23:40
VEICULO_FINALIZADO
0 Horas e 17 Minutos
0 Horas e 8 Minutos
0 Horas e 29 Minutos
AVJ9296
Doca 3
2023-11-16 16:53:49
2023-11-16 16:54:08
2023-11-16 17:01:11
2023-11-16 18:03:05
2023-11-16 18:06:39
VEICULO_FINALIZADO
1 Horas e 2 Minutos
0 Horas e 8 Minutos
1 Horas e 13 Minutos
BCU7D88
Doca 7
2023-11-16 16:51:42
2023-11-16 16:52:33
2023-11-16 16:54:05
2023-11-16 17:32:01
2023-11-16 17:37:12
VEICULO_FINALIZADO
0 Horas e 38 Minutos
0 Horas e 3 Minutos
0 Horas e 46 Minutos
BCP0728
Doca 5
2023-11-16 16:50:41
2023-11-16 16:50:56
2023-11-16 17:00:39
2023-11-16 17:13:46
2023-11-16 17:17:16
VEICULO_FINALIZADO
0 Horas e 13 Minutos
0 Horas e 10 Minutos
0 Horas e 27 Minutos
PZJ1I87
Doca 4
2023-11-16 16:49:49
2023-11-16 16:50:23
2023-11-16 16:59:00
2023-11-16 18:00:56
2023-11-16 18:08:44
VEICULO_FINALIZADO
1 Horas e 1 Minutos
0 Horas e 10 Minutos
1 Horas e 19 Minutos
ARE0D62
Doca 25
2023-11-16 16:48:37
2023-11-16 16:52:44
2023-11-16 17:06:33
2023-11-16 17:44:34
2023-11-16 17:53:31
VEICULO_FINALIZADO
0 Horas e 38 Minutos
0 Horas e 18 Minutos
1 Horas e 5 Minutos
FBB0B83
Doca 24
2023-11-16 16:43:57
2023-11-16 16:50:23
2023-11-16 17:07:32
2023-11-16 17:48:38
2023-11-16 17:54:11
VEICULO_FINALIZADO
0 Horas e 41 Minutos
0 Horas e 24 Minutos
1 Horas e 11 Minutos
AXR8E35
Doca 23
2023-11-16 16:37:10
2023-11-16 16:50:08
2023-11-16 17:07:23
2023-11-16 17:42:01
2023-11-16 17:48:35
VEICULO_FINALIZADO
0 Horas e 35 Minutos
0 Horas e 30 Minutos
1 Horas e 11 Minutos
IQC5H42
Doca 22
2023-11-16 16:36:20
2023-11-16 16:49:58
2023-11-16 17:06:31
2023-11-16 17:26:47
2023-11-16 17:30:50
VEICULO_FINALIZADO
0 Horas e 20 Minutos
0 Horas e 30 Minutos
0 Horas e 54 Minutos
RUZ8A38
Doca 19
2023-11-16 16:35:36
2023-11-16 16:49:16
2023-11-16 16:53:11
2023-11-16 17:39:21
2023-11-16 17:42:07
VEICULO_FINALIZADO
0 Horas e 46 Minutos
0 Horas e 18 Minutos
1 Horas e 7 Minutos
AZE1F57
Doca 21
2023-11-16 16:34:36
2023-11-16 16:49:50
2023-11-16 17:10:08
2023-11-16 17:56:02
2023-11-16 18:00:48
VEICULO_FINALIZADO
0 Horas e 46 Minutos
0 Horas e 36 Minutos
1 Horas e 26 Minutos
ONC9H38
Doca 20
2023-11-16 16:33:49
2023-11-16 16:49:34
2023-11-16 17:08:20
2023-11-16 17:24:39
2023-11-16 17:47:59
VEICULO_FINALIZADO
0 Horas e 16 Minutos
0 Horas e 35 Minutos
1 Horas e 14 Minutos
ASS9C37
Doca 2
2023-11-16 16:26:58
2023-11-16 16:27:23
2023-11-16 16:33:45
2023-11-16 16:56:48
2023-11-16 17:01:17
VEICULO_FINALIZADO
0 Horas e 23 Minutos
0 Horas e 7 Minutos
0 Horas e 35 Minutos
AWS2B46
Doca 3
2023-11-16 16:12:23
2023-11-16 16:12:37
2023-11-16 16:17:35
2023-11-16 16:50:47
2023-11-16 16:53:04
VEICULO_FINALIZADO
0 Horas e 33 Minutos
0 Horas e 5 Minutos
0 Horas e 41 Minutos
ALB2D14
Doca 2
2023-11-16 16:11:31
2023-11-16 16:12:05
2023-11-16 16:15:58
2023-11-16 16:24:02
2023-11-16 16:27:57
VEICULO_FINALIZADO
0 Horas e 9 Minutos
0 Horas e 4 Minutos
0 Horas e 16 Minutos
MMK3A66
Doca 2
2023-11-16 15:47:48
2023-11-16 15:48:30
2023-11-16 15:52:39
2023-11-16 16:08:49
2023-11-16 16:10:49
VEICULO_FINALIZADO
0 Horas e 16 Minutos
0 Horas e 5 Minutos
0 Horas e 23 Minutos
